	logFC	AveExpr	t	P.Value	adj.P.Val	B
MTF2	0.334251645203801	6.93637610046415	6.58695413561631	1.64017886406389e-10	5.92422813587256e-10	13.1716916818333
LHX3	-0.220969788845153	4.06382030599668	-6.58575268984195	1.65202851386047e-10	5.96575634721729e-10	13.1646685843663
EXO1	0.369780051870146	3.86391600172738	6.58552602349366	1.65427348488282e-10	5.97140778226724e-10	13.1633437094192
CDX2	-0.289800128538382	4.24105016338422	-6.5855234987241	1.65429850780284e-10	5.97140778226724e-10	13.1633289522282
MN1	0.541034327744122	5.46992977166156	6.58527066459635	1.65680622155428e-10	5.97918563978047e-10	13.1618511677948
EFCAB6	-0.224965923035699	3.78537328130985	-6.58500939820671	1.6594014887932e-10	5.98727608523043e-10	13.1603241442642
MED28	0.310058627130551	6.86057505250503	6.58483633591247	1.66112278415088e-10	5.99221038405364e-10	13.1593126731521
THOC6	0.250248645886453	5.40771255081853	6.58344389113872	1.67503609064027e-10	6.04111376952228e-10	13.1511752147471
NOBOX	-0.240476298032347	3.73336692838295	-6.58328113018869	1.67666984344893e-10	6.04571884802571e-10	13.1502241259809
KREMEN2	-0.219477948570553	4.81407891432908	-6.58250238527781	1.68450834909364e-10	6.07269023912455e-10	13.1456738068303
BAX	0.305535682576151	6.05947218528389	6.58138858777419	1.69578187527795e-10	6.1120308440869e-10	13.1391664559313
ATP6V0C	0.234285020105724	7.21135703823197	6.58068361087043	1.70295566554534e-10	6.13658136020807e-10	13.135048078828
CD36	-0.924931307068378	6.62747600220102	-6.58008023827869	1.70911918179426e-10	6.15748169706396e-10	13.1315235330649
IZUMO2	-0.190163466112649	3.48289621213038	-6.57977196856306	1.71227663344498e-10	6.16754543282116e-10	13.129722900957
COL6A6	-0.38892939766266	3.27636855435154	-6.57955849881203	1.71446645008376e-10	6.17412025178973e-10	13.1284760427977
PITPNC1	-0.295778672164647	5.36381442305676	-6.57945198964415	1.71556007040166e-10	6.17674550321024e-10	13.1278539438469
COQ4	-0.208760079636946	6.29981308372038	-6.57833867605238	1.72703245973568e-10	6.21672967869156e-10	13.1213517695424
ATL1	0.338771418314288	5.43348118739311	6.57782528417251	1.73234814984299e-10	6.23453954925436e-10	13.1183536548871
GALK1	-0.218412016285848	4.49726533630633	-6.57749172760597	1.73581041463005e-10	6.24567298722028e-10	13.1164058433133
PRSS36	-0.194286299071432	4.72449946739617	-6.57710136387149	1.73987095221804e-10	6.25895390328595e-10	13.1141264027057
EPX	-0.200997300078401	3.54790380404211	-6.57704060876436	1.74050376040861e-10	6.25990099815752e-10	13.1137716465033
C9orf62	-0.164591854891973	4.07154743621072	-6.57683363492267	1.7426612376246e-10	6.2663301560944e-10	13.1125631211215
DUS4L	0.234998335734394	4.92944421383492	6.57542109360027	1.75745567152779e-10	6.31818740994921e-10	13.1043160490845
HCN2	-0.21800794839342	3.64132863970477	-6.57501379045344	1.76174445681108e-10	6.33226206203684e-10	13.1019382807542
TFF2	1.25196856899764	6.80165476431247	6.57428708187074	1.76942201099524e-10	6.3585084569918e-10	13.097696161622
IQGAP2	-0.494233620545624	7.83931227246685	-6.57424438887078	1.76987407493669e-10	6.35877245537512e-10	13.0974469550853
OR2F1	-0.147742724387805	3.54647668077	-6.57420925182765	1.77024621603005e-10	6.35877245537512e-10	13.0972418549419
ZBTB18	-0.24782687040159	4.33319686691009	-6.57404789021498	1.7719562044424e-10	6.36356542362822e-10	13.0962999742003
KCNH7	-0.171815565863205	2.94311732280743	-6.5737080909037	1.77556244247791e-10	6.37498145328064e-10	13.094316597177
SPAG5	0.358378706076942	4.57297305031229	6.573677477564	1.77588769055675e-10	6.37498145328064e-10	13.0941379138817
CPA5	-0.332484333881623	4.09297693240114	-6.57254280778326	1.78798419096985e-10	6.41704495657401e-10	13.0875155549815
DTWD2	-0.255289121936216	5.56770161055263	-6.57226095354801	1.79100149903658e-10	6.42651247483152e-10	13.0858706860563
MEG3	-0.340803589765371	5.05892526316505	-6.57201595554367	1.79362831191328e-10	6.43457509610566e-10	13.0844409505498
GNRH2	-0.212270811925793	4.27099903485767	-6.57175496993237	1.79643069855104e-10	6.44326403418477e-10	13.0829179618457
LOC101929762	-0.115043653702878	2.69201688231497	-6.57027786508724	1.81237256674233e-10	6.49906674018101e-10	13.0742991649309
HSPB11	0.276237827721874	5.97516447071088	6.56976573665327	1.81793212785012e-10	6.51762333244042e-10	13.0713112863934
GADL1	-0.134822503895706	2.87053905919839	-6.56967090347836	1.81896345191702e-10	6.51994093852611e-10	13.0707580271322
PANK2	0.23310220457496	7.01037634525486	6.56951411351237	1.82066982405184e-10	6.52467671238379e-10	13.0698433239698
OOSP2	-0.148888518721504	2.54316961019735	-6.56944826762425	1.82138690437563e-10	6.52586593911233e-10	13.0694591881249
FCF1	0.303329828634674	5.63598169764768	6.56913772485385	1.82477253985156e-10	6.53661383486688e-10	13.0676475648437
RAB40C	-0.278434158421415	5.11837861009657	-6.5686244352441	1.83038212814163e-10	6.55482988494486e-10	13.0646533173093
TRIM56	0.274386978414359	5.74582296015698	6.56860163913068	1.83063165204688e-10	6.55482988494486e-10	13.0645203416315
KATNA1	0.264878414249962	5.44854870516647	6.56826515413491	1.83431866657307e-10	6.56664374719944e-10	13.0625575787264
HMGA1	0.452917003279648	6.85299559034737	6.5678708915812	1.83864804600362e-10	6.58075172180464e-10	13.060257891236
SCN4A	-0.186821199072068	3.79317629722857	-6.56567584145233	1.86293571174349e-10	6.66627185402086e-10	13.0474563888088
CD46	0.314886200002504	8.42378589756246	6.5641403787846	1.88011203795321e-10	6.7263142392666e-10	13.038503576093
CRYBG1	0.512695272332559	6.93519010318159	6.56279926282064	1.89524137513286e-10	6.77900947946593e-10	13.0306852763934
MKL2	-0.22945401999364	5.06152864254185	-6.56249956013801	1.89863866195862e-10	6.78972745061831e-10	13.0289382709995
RAB5A	0.272989930502192	7.30031657383845	6.56121959955921	1.91321505680634e-10	6.8404101017939e-10	13.021477917372
TUBB1	-0.15689416870466	3.43714758984269	-6.56094905086959	1.91631013563289e-10	6.85003032235096e-10	13.0199011478914
KHK	-0.293192507169643	3.60228544858596	-6.56037605056337	1.92288149167683e-10	6.8720701411404e-10	13.0165618448527
PHOSPHO1	-0.191855942346472	3.20557453284328	-6.55994388108682	1.92785237427264e-10	6.88838203336397e-10	13.0140434194062
KRT40	-0.126645597757267	2.98173569171415	-6.55983371798531	1.92912150307681e-10	6.89146315101668e-10	13.013401475397
CAPN11	-0.169768108865944	3.36907322706373	-6.55798275563286	1.95056842575363e-10	6.96660955772011e-10	13.0026167795741
THRSP	-0.46288420643994	3.91240823888546	-6.55709405056937	1.96094871674517e-10	7.00220726426289e-10	12.9974395532345
TEDC2	-0.177823168366905	4.76988681790514	-6.5569192606979	1.96299667340171e-10	7.00804291831929e-10	12.9964213645551
LOC148696	-0.28759035717244	3.45502481218417	-6.55686599605881	1.96362117508403e-10	7.00879534469523e-10	12.9961110907633
AANAT	-0.199958005182802	3.43674767900183	-6.5557670657312	1.97654917494068e-10	7.05345334390038e-10	12.9897101107868
C14orf178	-0.190152300542966	4.24413989107548	-6.55485211342099	1.98737650141565e-10	7.09059771145346e-10	12.9843813934715
PTPRH	0.509317141268137	5.34710207981554	6.55448198380581	1.9917730385962e-10	7.10478738130546e-10	12.9822259094059
FAM53C	-0.218866150029667	6.45282751258881	-6.55423221097463	1.99474532400117e-10	7.11389174496418e-10	12.9807713879231
DCUN1D1	0.259103961672904	6.71840566565204	6.55389031990082	1.99882086820217e-10	7.12692601712161e-10	12.9787804973164
CAPN9	0.607922354484166	4.32732456090411	6.55295449846593	2.01001824380044e-10	7.16534281354788e-10	12.9733314627638
GALNT8	-0.206228854838645	3.46822932698049	-6.55211527733877	2.02011209259311e-10	7.19981040364556e-10	12.9684454224784
RASGRP4	-0.194559185804501	4.03728329196104	-6.55198512651721	2.02168194738474e-10	7.20388981672225e-10	12.9676877134583
FGFRL1	-0.334166050649675	5.87689079506622	-6.55072177687563	2.03698256158617e-10	7.25688424674442e-10	12.9603333848734
CRYBB2	-0.251435073007722	4.42670306782345	-6.55001437821659	2.04559952676175e-10	7.28605045907149e-10	12.9562158937398
PIPOX	-0.269836000256689	4.71035791326331	-6.54965696977764	2.04996677902498e-10	7.30007089272296e-10	12.9541356909833
IRF2BP1	-0.283524675841071	6.06555684381623	-6.54945775237038	2.05240502918773e-10	7.3072175692392e-10	12.9529762364257
SOCS1	-0.271368419746058	4.50372138972041	-6.54937496880967	2.05341906552458e-10	7.30929165160463e-10	12.9524944403627
SPEM1	-0.266248561528863	3.79384766232131	-6.54751654417661	2.07631317767543e-10	7.38923219113901e-10	12.9416797569294
PRR18	-0.201459200399254	3.99541608204062	-6.54650909295745	2.08882854223243e-10	7.43221077618511e-10	12.935818123889
DDC-AS1	-0.179420569494689	3.3121488424328	-6.54624928178818	2.09206810967107e-10	7.44217424985887e-10	12.9343065841372
CRB1	-0.120909086333248	3.08289609281007	-6.54583261065241	2.09727384689445e-10	7.45912638387403e-10	12.9318825561072
BBS2	0.304181717780285	6.57492410335414	6.54497681595666	2.10800571888585e-10	7.49455711758953e-10	12.9269042588534
CHRNA2	-0.191501340882315	4.51177190988945	-6.54496767011209	2.10812070043176e-10	7.49455711758953e-10	12.9268510587318
PRSS3	-1.51501518376121	8.9263103984906	-6.54460687366974	2.11266154498378e-10	7.50912433319874e-10	12.9247524017318
PRAC1	-0.13865791156467	2.72363684792357	-6.54387877216265	2.12185438830453e-10	7.54021676901167e-10	12.9205175041473
UHRF2	0.22985924461845	7.57972954433267	6.54355701974733	2.12592925210236e-10	7.55311273712541e-10	12.9186461948675
ZP1	-0.166364541863204	3.58587479001232	-6.54308980346209	2.13186002755872e-10	7.57259569445265e-10	12.9159289970029
GUCY2F	-0.141477050729486	2.99464684167075	-6.54267549389205	2.13713278892243e-10	7.58973363613123e-10	12.9135196164988
COL4A3	-0.273804154050726	3.90728470970157	-6.54194450024412	2.14646708544304e-10	7.62128535472753e-10	12.9092688786844
TCF19	0.263407136083456	4.62908841208639	6.54045894085351	2.16556007449105e-10	7.6874659811145e-10	12.9006314749244
HIST1H3B	0.325145720638474	3.51518003425677	6.54017759609262	2.16919474503139e-10	7.69875528615793e-10	12.8989958407382
EXT2	0.203097991644157	7.03862643480896	6.53984727715381	2.17346974723575e-10	7.71150655229928e-10	12.8970755590302
IL34	-0.227526851822183	5.62980322260036	-6.53982966006668	2.17369798035591e-10	7.71150655229928e-10	12.8969731456877
KLHL11	-0.157405164589991	5.02620520808454	-6.53897334862269	2.18482006805244e-10	7.74934086114077e-10	12.8919954138107
HTRA2	0.278345058112926	6.12435240699352	6.5386154605172	2.18948497453004e-10	7.76426114057754e-10	12.8899151639921
EFL1	0.254002850018761	5.34440125247117	6.53785568097175	2.19942076380732e-10	7.79786264941314e-10	12.8854991869807
NKX2-8	-0.218433054178552	3.86217955057083	-6.53779390964335	2.20023050126116e-10	7.79910121183596e-10	12.8851401784133
IL13	-0.218707244178008	3.8474743427205	-6.53619738159558	2.22126054782601e-10	7.87199867786036e-10	12.8758622428224
OR10H3	-0.169940339273088	2.92922687085674	-6.53566680211729	2.22829309016778e-10	7.89468313615207e-10	12.8727792679088
KCNS3	0.420495123032438	5.61254404248423	6.53564417004354	2.22859355118531e-10	7.89468313615207e-10	12.8726477667687
TRIM21	0.224318028661712	5.25224925582833	6.53549050597374	2.23063463035791e-10	7.90026147569788e-10	12.8717549282476
RNF227	-0.185384103380465	4.81482828215594	-6.53522722040262	2.23413604634863e-10	7.91100849187832e-10	12.8702251911005
MYL3	-0.203008488634787	3.85217905050445	-6.53497595542712	2.23748262891125e-10	7.92120287016855e-10	12.8687653407506
CITED1	-0.256608219251491	4.43434278440732	-6.53430467248441	2.24644754139846e-10	7.95127901197032e-10	12.8648653999042
GSX1	-0.199756351114137	4.01124591791174	-6.53376598874232	2.25366707996117e-10	7.97516614467146e-10	12.8617360449406
PNPLA3	0.336985430629315	3.96508319296103	6.53357696745672	2.25620576838021e-10	7.98248239690073e-10	12.8606380186052
DEFB118	-0.19606596859194	3.48345333868348	-6.53323515572427	2.26080366465218e-10	7.99707957385843e-10	12.8586524942897
RNF148	-0.205833036992283	3.56957665365443	-6.53315182556282	2.26192597694781e-10	7.99937913350646e-10	12.8581684563372
MT4	-0.197405036420091	4.13117705058325	-6.53307562528514	2.26295274048441e-10	8.00133989225755e-10	12.8577258378001
CEL	-2.36277055574351	9.25946816871899	-6.53250269347574	2.27068738763973e-10	8.026239515938e-10	12.8543980233544
MRFAP1	0.248755264072416	9.8913563495178	6.53248382884048	2.27094250294515e-10	8.026239515938e-10	12.8542884539773
ZNF358	-0.222902957166709	6.936069167138	-6.53213807671803	2.27562325410329e-10	8.04110511566744e-10	12.8522803039567
ATP6V1E2	-0.203104268419871	4.02302733070466	-6.53079088609634	2.29395180706406e-10	8.10418010670805e-10	12.8444565294707
SNAPIN	0.256382385200493	6.7774357318226	6.52816562942958	2.33008546584401e-10	8.23011838853159e-10	12.8292140470646
CRTAP	0.449319139431877	7.49099258732122	6.52720025613196	2.3435126379755e-10	8.27581907177506e-10	12.8236102065266
CAV2	0.419411651377577	7.55955582482382	6.52703018264312	2.34588600457022e-10	8.2824737218465e-10	12.8226230237962
MORN1	-0.163337724320503	3.38088321195486	-6.52642977304492	2.35428355777268e-10	8.31039038730344e-10	12.819138138444
MAPK3	0.261357159952589	7.12927169813106	6.52552899856635	2.36693745746531e-10	8.35331677697131e-10	12.8139103518248
C2orf50	-0.215012440750685	3.62880808121943	-6.52418944586922	2.3858786900192e-10	8.41840970817021e-10	12.8061370910883
RASGRF2	0.460624946040252	4.74749560870603	6.52310944903283	2.40125799786361e-10	8.47091013823607e-10	12.7998709108339
PROZ	-0.1643542730879	3.62554366757759	-6.52246821864483	2.41043517166267e-10	8.50151401373425e-10	12.7961508533956
FNDC9	-0.154680687467474	3.31063594191755	-6.52201543969233	2.41693597602484e-10	8.52266765900514e-10	12.7935242574534
TUG1	0.244061745516029	8.16115878091652	6.52090608225487	2.43293642173884e-10	8.57730343064641e-10	12.7870894164593
DAGLA	-0.205071915019185	4.08235698088443	-6.52042207869543	2.43994979575374e-10	8.60023918852859e-10	12.7842822165765
IDH2	-0.366848890914783	5.88887386515081	-6.52002085920209	2.44577863045294e-10	8.61899105468541e-10	12.7819552843973
ALOX12B	-0.168739261786127	3.62169222683416	-6.51963705234501	2.45136727875553e-10	8.6368888731528e-10	12.7797294443126
LETM2	0.415532208870135	3.61064171529671	6.51739995487723	2.48419201785584e-10	8.75072006289832e-10	12.7667577179788
FOXD3	-0.170460163527115	3.09299442503134	-6.51733950280372	2.48508498195795e-10	8.75204565371468e-10	12.7664072372573
STK11IP	0.181807821995961	5.07024997769059	6.51616940385393	2.50243118071764e-10	8.81130413663622e-10	12.7596238999792
MAST1	-0.150961955667864	3.86918653555108	-6.51560734980619	2.51080555193208e-10	8.83895387567113e-10	12.7563658803597
AHSG	-0.180647938270722	3.13750926015232	-6.51483492817934	2.52235917278678e-10	8.87778192125661e-10	12.7518887967351
IFNA21	-0.148211679838974	2.62911547440042	-6.51419693591989	2.53194135352348e-10	8.90965652860151e-10	12.7481912014955
TCAP	-0.272456480121679	4.77880515859254	-6.51383464410836	2.53739859814032e-10	8.92700565991632e-10	12.7460916024846
KCNG1	-0.208931635597007	4.17562790603989	-6.51379404226745	2.53801090693242e-10	8.92730580636112e-10	12.7458563072964
ZNF503-AS2	-0.279750419104365	4.08442126620641	-6.51301141079478	2.5498419866486e-10	8.96705901055165e-10	12.7413210374718
MAGEA8	-0.158393456824005	3.89068229697812	-6.51294560947155	2.55083917020173e-10	8.96870393175951e-10	12.7409397449477
TEX11	-0.798395885364525	4.4322888154022	-6.5125044057061	2.55753526267225e-10	8.99038127197923e-10	12.7383832223802
AGPAT5	0.318033160674062	6.7166130855496	6.51221296736614	2.56196783680544e-10	9.00409443059836e-10	12.7366945789
TSPYL6	-0.156704729481176	3.38444744903082	-6.51175465577822	2.56895368270404e-10	9.02677357083725e-10	12.7340391630995
EDARADD	-0.263865112509058	3.83154041977049	-6.51095001118886	2.58126375552167e-10	9.06814766041831e-10	12.7293774794761
RASGEF1C	-0.163115480170401	3.81710676095189	-6.51031510797779	2.59101781294061e-10	9.10052700626456e-10	12.7256995058728
C11orf40	-0.133707640426877	3.19863436832573	-6.51024614398999	2.59207948510187e-10	9.10236867280799e-10	12.7253000166606
SPACA4	-0.177045410360612	3.32921123514073	-6.51005269609707	2.59505981318575e-10	9.11094574826251e-10	12.7241794444827
PLXNA1	0.319625008743481	4.39571691053063	6.50984628879401	2.59824350483282e-10	9.12023310647906e-10	12.7229838320006
TCERG1	0.301369666259312	7.59582795566891	6.50816692908873	2.62428925621674e-10	9.20974932676851e-10	12.7132572597804
TSPEAR	-0.179784002068677	3.61021053555719	-6.50795733109903	2.62755790248034e-10	9.21931045319324e-10	12.7120434411089
ZMAT1	-0.416063933452592	5.5084556092159	-6.50758824974246	2.63332337469528e-10	9.23762641692649e-10	12.709906100796
LRP3	-0.296185641869742	5.2442023756443	-6.50684418633224	2.64498424057231e-10	9.27661139447101e-10	12.7055975381999
GHRL	-0.402264722849739	4.63571762569403	-6.50650565647711	2.65030638503584e-10	9.29335337663158e-10	12.7036373800208
TTC1	0.232099743129327	6.21957121138536	6.50628888363282	2.65371986017876e-10	9.30339702637175e-10	12.7023822622038
FLOT1	0.280538575163878	6.29722668449241	6.50608905822969	2.65687028680507e-10	9.31251451654831e-10	12.7012252993414
LOC286359	-0.193194627861568	2.76583898116679	-6.50602478612468	2.65788437360646e-10	9.3141417643553e-10	12.700853178207
LRIG1	-0.606120045112705	7.82516088046865	-6.50592393305587	2.65947640097283e-10	9.31779322284999e-10	12.7002692672696
PARPBP	0.280059202504863	3.40124158053401	6.50552221442572	2.66582706248346e-10	9.33811216676383e-10	12.6979434996615
AGTR2	-0.192875465921532	2.64659952178853	-6.50361273631489	2.6962174317528e-10	9.44261387097217e-10	12.6868900317647
DDB1	0.206695542021277	8.01199700074459	6.50353485128571	2.69746419941486e-10	9.44502760191974e-10	12.6864392297538
ABCC10	0.315944180188389	5.89553287719772	6.50254958795533	2.71328499632683e-10	9.49845997887507e-10	12.6807368472265
GUCY2D	-0.189097093713756	3.98520017745198	-6.50154361013703	2.72953230158515e-10	9.55336305554801e-10	12.6749152748724
NUP160	0.264263907578237	6.82448686537929	6.50122914483289	2.73463070222732e-10	9.56923034408815e-10	12.6730956156905
ZHX3	-0.197096155087331	4.59299046625335	-6.50073675494411	2.7426325468209e-10	9.5952489349744e-10	12.6702465313032
